0,0.15092,0,0.172,0.015249,0.05321,0.24188,0.019852,0.02583,0.098258,0.19534,0.21461,0.023231,0.074887
0.10191,0,0,0.053296,0,0.010584,0.089388,0.023712,0,0,0.090929,0.14223,0,0.045129
0,0,0,0,0,0,0.018378,0,0,0,0,0.045074,0,0
0.14711,0.11164,0,0,0.16738,0.21661,0.56309,0.18117,0.072489,0.062394,0.26426,0.51164,0.023804,0.37422
0.083145,0.17202,0,0.12928,0,0.096041,0.2318,0.032923,0.037405,0.15044,0.26641,0.24736,0,0.099791
0.082644,0.14359,0.033504,0.15944,0.043851,0,0.37264,0.042883,0.072583,0.082528,0.18899,0.39396,0.016825,0.1168
0.19065,0.083109,0.02984,0.43113,0.16489,0.20095,0,0.18423,0.089672,0.082199,0.46012,1.198,0.031353,0.34201
0.027963,0.17182,0,0.12083,0.012152,0.07868,0.26475,0,0,0.066332,0.15386,0.29982,0,0.14216
0,0.08675,0,0.047474,0,0,0.1424,0.023712,0,0,0.030253,0.15988,0,0.11198
0.037365,0,0,0.042446,0.010154,0.016282,0.077325,0.010179,0,0,0.10739,0.12259,0,0.047523
0.092302,0.01043,0,0.095763,0.045899,0.16916,0.48213,0.046119,0.11156,0.15249,0,0.48201,0.028528,0.23809
0.093036,0.11143,0.035301,0.2841,0.13276,0.25212,1.1098,0.14334,0.075111,0.076229,0.38408,0,0.060853,0.22415
0,0,0,0,0,0,0.033025,0,0,0,0,0.068034,0,0
0.044004,0.13555,0.052646,0.2536,0.078984,0.1324,0.46992,0.06295,0.013245,0.057716,0.25429,0.48622,0,0
